author,title,style,transfer_type,text
"William S. Burroughs
",Naked Lunch,Beat,ORIGINAL,"Rock and Roll adolescent hoodlums storm the streets of all nations. They rush into the Louvre and throw acid in the Mona Lisa's face. They open zoos, insane asylums, prisons, burst water mains with air hammers, chop the floor out of passenger plane lavatories, shoot out lighthouses, file elevator cables to one thin wire, turn sewers into the water supply, throw sharks and sting rays, electric eels and candiru into swimming pools (the candiru is a small eel-like fish or worm about one-quarter inch through and two inches long patronizing certain rivers of ill repute in the Greater Amazon Basin, will dart up your prick or your asshole or a woman's cunt faute de mieux, and hold himself there by sharp spines with precisely what motives is not known since no one has stepped forward to observe the candiru's life-cycle in situ), in nautical costumes ram the Queen Mary full speed into New York Harbor, play chicken with passenger planes and buses, rush into hospitals in white coats carrying saws and axes and scalpels three feet long, throw paralytics out of iron lungs (mimic their suffocations flopping about on the floor and rolling their eyes up), administer injections with bicycle pumps, disconnect artificial kidneys, saw a woman in half with a two-man surgical saw, they drive herds of squealing pigs into the Ka'bah, they shit on the floor of the United Nations and wipe their ass with treaties, pacts, alliances.
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"The question is frequently asked: Why does a man become a drug addict?
The answer is that he usually does not intend to become an addict. You don’t wake up one morning and decide to be a drug addict. It takes at least three months’ shooting twice a day to get any habit at all. And you don’t really know what junk sickness is until you have had several habits. It took me almost six months to get my first habit, and then the withdrawal symptoms were mild. I think it no exaggeration to say it takes about a year and several hundred injections to make an addict.
The questions, of course, could be asked: Why did you ever try narcotics? Why did you continue using it long enough to become an addict? You become a narcotics addict because you do not have strong motivations in the other direction. Junk wins by default. I tried it as a matter of curiosity. I drifted along taking shots when I could score. I ended up hooked. Most addicts I have talked to report a similar experience. They did not start using drugs for any reason they can remember. They just drifted along until they got hooked. If you have never been addicted, you can have no clear idea what it means to need junk with the addict’s special need. You don’t decide to be an addict. One morning you wake up sick and you’re an addict. 
"
TRANSFER_BEFORE_03,Big Sur,Beat,TRANSFER_BEFORE,"I can hear myself whining again 'Why does God torture me?' - But anybody who's never had a delirium tremens even in their early stages may not understand that it's not so much a physical pain but a mental anguish indescribable to those ignorant people who don't drink and accuse drinkers of irresponsibility - The mental anguish is so intense that you feel you have betrayed your very birth, the efforts nay the birth pangs of your mother when she bore you and delivered you to the world, you've betrayed every effort your father ever made to feed you and raise you and make you strong and my God even 'educate' you for life, you feel a guilt so deep you identify yourself with the devil and God seems far away abandoning you to your sick silliness - You feel sick in the greatest sense of the world, breathing without believing it, sicksicksick, your soul groans, you look at your helpless hands as tho they were on fire and you can't move to help, you look at the world with dead eyes, there's on your face an expression of incalculable repining like a constipated angel on a cloud - In fact it's actually a cancerous look you throw on the world, through browngray wool fuds over your eyes - Your tongue is white and disgusting, your teeth are stained, your hair seems to have dried out overnight, there are huge mucks in the corners of your eyes, greases on your nose, froth at the sides of your moth: in short that very disgusting and well-known hideousness everybody knows who's walked past a city street drunk in the Boweries of the world
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"Because a new love affair always gives hope, the irrational mortal loneliness is always crowned, that thing I saw (that horror of a snake emptiness) when I took the deep iodine deathbreath on the Big Sur beach is now justified and hosannah'd and raised up like a sacred urn to Heaven in the mere fact of the taking off of clothes and clashing wits and bodies in the inexpressibly nervously sad delight of love- don't let no old fogies tell you otherwise, and on top of that nobody in the world even ever dares to write the true story of lovem it's awful, we're stuck with a 50% incomplete literature and drama- lying mouth to mouth, kiss to kiss in the pillow dark, loin to loin in unbelievable surrendering sweetness so distant from all our mental fearful abstractions it makes you wonder why men have termed God antisexual somehow- the secret underground truth of mad desire hiding under fenders under buried junkyards throughout the world, never mentioned in newspapers, written about haltingly and like corn by authors and painted tongue in cheek by artists, agh, just listen to Tristan und Isolde by Wagner and think of him in a Bavarian field with his beloved naked beauty under fall leaves.
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"And I realize the unbearable anguish of insanity: how uninformed people can be thinking insane people are 'happy', O God, in fact it was Irwin Garden once warned me not to think the madhouses are full of 'happy nuts', 'There's a tightening around the head that hurts, there's a terror of the mind that hurts even more, they're so unhappy and especially because they cant explain it to anybody or reach out and be helped through all the hysterical paranoia they are really suffering more than anyone in the world and I think in the universe in fact,' and Irwin knew this from observing his mother Naomi who finally had to have a lobotomy ― Which sets me thinking how nice to cut away therefore all that agony in my forehead and STOP IT! STOP THAT BABBLING! ― Because now the babbling's not only in the creek, as I say it's left the creek and come in my head, it would be alright for coherent babbling meaning something but it's all brilliantly enlightened babble that does more than mean something: it's telling me to die because everything is over ― Everything is swarming all over me.
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"Everything is the same, the fog says “We are fog and we fly by dissolving like ephemera,” and the leaves say “We are leaves and we jiggle in the wind, that’s all, we come and go, grow and fall”—Even the paper bags in my garbage pit say “We are man-transformed paper bags made out of wood pulp, we are kinda proud of being paper bags as long as that will be possible, but we’ll be mush again with our sisters the leaves come rainy season”—The tree stumps say “We are tree stumps torn out of the ground by men, sometimes by wind, we have big tendrils full of earth that drink out of the earth”—Men say “We are men, we pull out tree stumps, we make paper bags, we think wise thoughts, we make lunch, we look around, we make a great effort to realize everything is the same”—While the sand says “We are sand, we already know,” and the sea says “We are always come and go, fall and plosh”—The empty blue sky of space says “All this comes back to me, then goes again, and comes back again, then goes again, and I dont care, it still belongs to me”—The blue sky adds “Dont call me eternity, call me God if you like, all of you talkers are in paradise: the leaf is paradise, the tree stump is paradise, the paper bag is paradise, the man is paradise, the sand is paradise, the sea is paradise, the man is paradise, the fog is paradise”—Can
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"“SEA” Sounds of the Pacific Ocean at Big Sur “SEA” Cherson! Cherson! You aint just whistlin Dixie, Sea— Cherson! Cherson! We calcimine fathers here below! Kitchen lights on— Sea Engines from Russia seabirding here below— When rocks outsea froth I’ll know Hawaii cracked up & scramble up my doublelegged cliff to the silt of a million years— Shoo—Shaw—Shirsh— Go on die salt light You billion yeared rock knocker Gavroom Seabird Gabroobird Sad as wife & hill Loved as mother & fog Oh! Oh! Oh! Sea! Osh! Where’s yr little Neppytune tonight? These gentle tree pulp pages which’ve nothing to do with yr crash roar, liar sea, ah, were made for rock tumble seabird digdown footstep hollow weed move bedarvaling crash? Ah again? Wine is salt here? Tidal wave kitchen? Engines of Russia in yr soft talk— Les poissons de la mer parle Breton— Mon nom es Lebris de Keroack— Parle, Poissons, Loti, parle— Parlning Ocean sanding crash the billion rocks— Ker plotsch— Shore—shoe— god—brash— The headland looks like a longnosed Collie sleeping with his light on his nose, as the ocean, obeying its accomodations of mind, crashes in rhythm which could & will intrude, in thy rhythm of sand thought— —Big frigging shoulders on that sonofabitch Parle, O, parle, mer, parle, Sea speak to me, speak to me, your silver you light Where hole opened up in Alaska Gray—shh—wind in The canyon wind in the rain Wind in the rolling rash Moving and t wedel Sea sea Diving sea O bird—la vengeance De la roche Cossez Ah Rare, he rammed the gate rare over by Cherson, Cherson, we calcify fathers here below —a watery cross, with weeds entwined—This grins restoredly, low sleep—Wave—Oh, no, shush—Shirk—Boom plop Neptune now his arms extends while one millions of souls sit lit in caves of darkness —What old bark? 
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"So we do go out to the San Jose highway to watch Cody recap tires—There he is wearing goggles working like Vulcan at his forge, throwing tires all over the place with fantastic strength, the good ones high up on a pile, “This one’s no good” down on another, bing, bang, talking all the time a long fantastic lecture on tire recapping which has Dave Wain marvel with amazement—(“My God he can do all that and even explain while he’s doing it”)—But I just mention in connection with the fact that Dave Wain now realizes why I’ve always loved Cody—Expecting to see a bitter ex con he sees instead a martyr of the American Night in goggles in some dreary tire shop at 2 A.M. making fellows laugh with joy with his funny explanations yet at the same time to a T performing every bit of the work he’s being paid for—Rushing up and ripping tires off car wheels with a jicklo, clang, throwing it on the machine, starting up big roaring steams but yelling explanations over that, darting, bending, flinging, flaying, till Dave Wain said he thought he was going to die laughing or crying right there on the spot."
Jack Kerouac,Big Sur,Beat,ORIGINAL,"He's like a little boy again now for the first time in years because he's like let out of school, no job, the bills paid, nothing to do but gratefully amuse me, his eyes are shining -- In fact ever since he's come out of San Quentin there's been something hauntedly boyish about him as tho prison walls had taken all the adult dark tenseness out of him -- In fact every evening after supper in the cell he shared with the quiet gunman he'd bent his serious head to a daily letter or at least every-other-day letter full of philosophical and religious musings to his mistress Billie... And when you're in bed in jail after lights out and you're not sleepy there's ample time to just remember the world and indeed savor its sweetness if any (altho it's always sweet to remember it in jail tho harder in prison, as Genet shows) with the result that he'd not only come to a chastisement of his bashing bitternesses (and of course it's always good to get away from alcohol and excessive smoking for two years) (and all that regular sleep) he was just like a kid again, but as I say that haunting kidlikeness I think all ex cons seem to have when they've just come out -- In seeking to severely penalize criminals society by putting the criminals away behind safe walls actually provide them with the means of greater strength for future atrocities glorious and otherwise.
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"It's as familiar as an old face in an old photograph as tho I'm gone a million years from all that sun shaded brush on rocks and that heartless blue of the sea washing white on yellow sand, those rills of yellow arroyo running down mighty cliff shoulders, those distant blue meadows, that whole ponderous groaning upheaval so strange to see after the last several days of just looking at little faces and mouths of people -- As tho nature had a Gargantuan leprous face of its own with broad nostrils and huge bags under its eyes and a mouth big enough to swallow five thousand jeepster stationwagons and ten thousand Dave Wains and Cody Pomerays without a sigh of reminiscence or regret -- There it is, every sad contour of my valley, the gaps, the Mien Mo captop mountain again, the dreaming woods below our high shelved road, suddenly indeed the sight of poor Alf again far way grazing in the mid afternoon by the corral fence -- And there's the creek bouncing along as tho nothing had ever happened elsewhere and even in the daytime somehow dark and hungry looking in its deeper tangled grass.
"
Jack Kerouac,Big Sur,Beat,ORIGINAL,"That afternoon I say about five thousand cars or probably three thousand passed me not one of them ever dreamed of stopping -- Which didnt bother me anyway because at first seeing that gorgeous long coast up to Monterey I thought ""Well I'll just hike right in, it's only fourteen miles, I oughta do that easy"" -- And on the way there's all kindsa interesting things to see anyway like the seals barking on rocks below, or quiet old farms made of logs on the hills across the highway, or sudden upstretches that go along dreamy seaside meadows where cows grace and graze in full sight of endless blue Pacific -- But because I'm wearing desert boots with their fairly thin soles, and the sun is beating hot on the tar road, the heat finally gets through the soles and I begin to deliver heat blisters inmy sockiboos -- I'm limping along wondering what's the matter with me when I realize I've got blisters -- I sit by the side of the road and look -- I take out my first aid kit from the pack and apply unguents and put on cornpads and carry on -- But the combination of the heavy pack and the heat of the road increases the pain of the blisters until finally I realize I've got to hitch hike a ride or never make it to Monterey at all. But the tourists bless their hearts after all, they couldnt know, only think I'm having a big happy hike with my rucksack and they drive on, even tho I stick out my thumb
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"I've been reading Whitman, you know what he says, cheer up slaves, and horrify foreign despots, he means that's the attitude for the bard, the zen lunacy bard of old desert paths, see the whole thing is a world full of rucksack wanderers, dharma bums refusing to subscribe to the general demand that they consume production and there have to work for the privilege of consuming, all that crap they didn't really want anyway such as refrigerators, tv sets, cars, at least new fancy cars, certain hair oils and deodorants and general junk you finally always see a week later in the garbage anyway, all of them imprisoned in a system of work, produce, consume, work, produce, consume, I see a vision of a great rucksack revolution thousands or even millions of young americans wandering around with rucksacks, going up into the mountains to pray, making children laugh and old men glad, making young girls happy and old girls happier, all of 'em zen lunatics who go about writing poems that happen to appear in their heads for no reason and also by being kind and also by strange unexpected acts keep giving visions of eternal freedom to everybody and to all living creatures
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"Japhy,' I said out loud, 'I don't know when we'll meet again or what'll happen in the future, but Desolation, Desolation, I owe so much to Desolation, thank you forever for guiding me to the place where I learned it all. Now comes the sadness of coming back to cities and I've grown two months older and there's all that humanity of bars and burlesque shows and gritty love, all upsidedown in the void God bless them, but Japhy you and me forever we know, O ever youthful, O ever weeping.' Down on the lake rosy reflections of celestial vapor appeared, and I said 'God I love you' and looked up to the sky and really meant it. 'I have fallen in love with you, God. Take care of us all, one way or the other.'
To the children and the innocent it's all the same.
And in keeping with Japhy's habit of always getting down on one knee and delivering a little prayer to the camp we left, to the one in the Sierra, and the others in Marin, and the little prayer of gratitude he had delivered to Sean's shack the day he sailed away, as I was hiking down the mountain with my pack I turned and knelt on the trail and said 'Thank you, shack.' Then I hadded 'Blah,' with a little grin, because I knew that shack and that mountain would understand what that meant, and turned and went on down the trail back to this world.
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"See the whole thing is a world full of rucksack wanderers, Dharma Bums refusing to subscribe to the general demand that they consume production and therefore have to work for the privilege of consuming... all of them imprisoned in a system of work, produce, consume, work, produce, consume, I see a vision of a great rucksack revolution thousands or even millions of young Americans wandering around with rucksacks, going up to mountains to pray, making children laugh and old men glad, making young girls happy and old girls happier, all of 'em Zen Lunatics who go about writing poems that happen to appear in their heads for no reason and also by being kind and also by strange unexpected acts keep giving visions of eternal freedom to everybody and to all living creatures...
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"Japhy and I were kind of outlandish-looking on the campus in our old clothes in fact Japhy was considered an eccentric around the campus, which is the usual thing for campuses and college people to think whenever a real man appears on the scene ― colleges being nothing but grooming schools for the middle-class non-identity which usually finds its perfect expression on the outskirts of the campus in rows of well-to-do houses with lawns and television sets in each living room with everybody looking at the same thing at the same time while the Japhies of the world go prowling in the wilderness to hear the voice crying in the dark mysterious secret of the origin of faceless wonderless crapulous civilization. 'All these people,' said Japhy, 'they all got white-tiled toilets and take big dirty craps like bears in the mountains, but it's all washed away to convenient supervised sewers and nobody thinks of crap any more or realizes their origin is shit and civet and scum of the sea. They spend all day washing their hands with creamy soaps they secretly wanta eat in the bathroom.' He had a million ideas, he had 'em all.
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"Rocks are space,” I thought, “and space is illusion.” I had a million thoughts. Japhy had his. I was amazed at the way he meditated with his eyes open. And I was mostly humanly amazed that this tremendous little guy who eagerly studied Oriental poetry and anthropology and ornithology and everything else in the books and was a tough little adventurer of trails and mountains should also suddenly whip out his pitiful beautiful wooden prayerbeads and solemnly pray there, like an oldfashioned saint of the deserts certainly, but so amazing to see it in America with its steel mills and airfields. The world ain’t so bad, when you got Japhies, I thought, and felt glad. All the aching muscles and the hunger in my belly were bad enough, and the surroundant dark rocks, the fact that there is nothing there to soothe you with kisses and soft words, but just to be sitting there meditating and praying for the world with another earnest young man—’twere good enough to have been born just to die, as we all are. Something will come of it in the Milky Ways of eternity stretching in front of all our phantom unjaundiced eyes, friends. I felt like telling Japhy everything I thought but I knew it didn’t matter and moreover he knew it anyway and silence is the golden mountain. “Yodelayhee”
"
Jack Kerouac,The Dharma Bums,Beat,ORIGINAL,"We pushed the bike down past the various college hangouts and cafeterias and looked into Robbie's to see if we knew anybody. Alvah was in there, working his part-time job
as busboy. Japhy and I were kind of outlandish-looking on the campus in our old clothes in fact Japhy was considered an eccentric around the campus, which is the usual thing for campuses and college people to think whenever a real man appears on the scene-colleges being nothing but grooming schools for the middleclass nonidentity which usually finds its perfect expression on the outskirts of the campus in rows of well-to-do houses with lawns and television sets in each living room with everybody looking at the same thing and thinking the same thing at the same time while the Japhies of the world go prowling in the wilderness to hear the voice crying in the wilderness, to find the ecstasy of the stars, to find the dark mysterious secret of the origin of faceless wonderless crapulous civilization.
"
Jack Kerouac,Maggie Cassidy,Beat,ORIGINAL,"In the variety of the tone of her words, moods, hugs, kisses, brushes of the lips, and this night the upside-down kiss over the back of the chair with her dark eyes heavy hanging and her blushing cheeks full of sweet blood and sudden tenderness brooding like a hawk over the boy over the back, holding the chair on both sides, just an instant, the startling sudden sweet fall of her hair over my face and the soft downward brush of her lips, a moment's penetration of sweet lip flesh, a moment's drowned in thinking and kissing in it and praying and hoping and in the mouth of life when life is young to burn cool skin eye-blinking joy - I held her captured upside down, also for just a second, and savored the kiss which first had surprised me like a blind man's bluff so I didn't know really who was kissing me for the very first instant but now I knew and knew everything more than ever, as, grace-wise, she descended to me from the upper dark where I'd thought only cold could be and with all her heavy lips and breast in my neck and on my head and sudden fragrance of the night brought with her from the porch, of some 5 & 10 cheap perfumes of herself the little hungry scent of perspiration warm in her flesh like presciousness."
Jack Kerouac,Maggie Cassidy,Beat,ORIGINAL,"And at night the river flows, it bears pale stars on the holy water, some sink like veils, some show like fish, the great moon that once was rose now high like a blazing milk flails its white reflection vertical and deep in the dark surgey mass wall river's grinding bed push. As in a sad dream, under the streetlamp, by pocky unpaved holes in dirt, the father James Cassidy comes home with lunchpail and lantern, limping, redfaced, and turns in for supper and sleep.
Now a door slams. The kids have rushed out for the last play, the mothers are planning and slamming in kitchens, you can hear it out in swish leaf orchards, on popcorn swings, in the million-foliaged sweet wafted night of sighs, songs, shushes. A thousand things up and down the street, deep, lovely, dangerous, aureating, breathing, throbbing like stars; a whistle, a faint yell; the flow of Lowell over rooftops beyond; the bark on the river, the wild goose of the night yakking, ducking in the sand and sparkle; the ululating lap and purl and lovely mystery on the shore, dark, always dark the river's cunning unseen lips, murmuring kisses, eating night, stealing sand, sneaky.
"
Jack Kerouac,Maggie Cassidy,Beat,ORIGINAL,"Let me sing the beauty of my Maggie. Legs:--the knees attached to the thighs, knees shiny, thighs like milk. Arms:--the levers of my content, the serpents of my joy. Back:--the sight of that in a strange street of dreams in the middle of Heaven would make me fall sitting from glad recognition. Ribs?--she had some melted and round like a well formed apple, from her thigh bones to waist I saw the earth roll. In her neck I hid myself like a lost snow goose of Australia, seeking the perfume of her breast. . . . She didn't let me, she was a good girl. The poor big alley cat, though almost a year younger, had black ideas about her legs that he hid from himself, also in his prayers didn't mention . . . the dog. Across the big world darkness I've come, in boat, in bus, in airplane, in train standing my shadow immense traversing the fields and the redness of engine boilers behind me making me omnipotent upon the earth of the night, like God--but I have never made love with a little finger that has won me since. I gnawed her face with my eyes; she loved that; and that was bastardly I didn't know she loved me--I didn't understand."
Jack Kerouac,Maggie Cassidy,Beat,ORIGINAL,"Can I make you happier with powder on my chest? Do you need a thousand movie shows? Sixteen million people to ride the bus with, hit the stop—I shoulda never let you go away from home—“ Rich lips brooded in my deaf ear. “The fog’ll fall all over you, Jacky, you’ll wait in fields—You’ll let me die—you wont come save me—I wont even know where your grave is—remember what you were like, where your house, what your life—you’ll die without knowing what happened to my face—my love—my youth—You’ll burn yourself out like a moth jumping in a locomotive boiler looking for light—Jacky—and you’ll be dead—and lose yourself from yourself—and forget—and sink—and me too—and what is all this then?”
“I dont know—“
“Then come back to our porch of the river the night time the trees and you love stars—I hear the bus on the corner—where you’re getting off—no more, boy, no more—I saw, had visions and idees of you handsome my husband walking across the top of the America with your lantern...
Out of her eyes I saw smoldering I’d like to rip this damn dress off and never see it again!"
Jack Kerouac,Maggie Cassidy,Beat,ORIGINAL,"O wind, songs have ye in her name? Plucked her did ye from midnight blasted millyard winds and made her renown ring in stone and brick and ice? Hard implacable bridges of iron cross her milk of brows? God bent from his steel arc welded her a hammer of honey and of balm?

The rutted mud of hardrock Time . . . was it wetted, springified, greened, blossomied for me to grow in nameless bloodied lutey naming of her? Wood on cold trees would her coffin bare? Keys of stone rippled by icy streaks would ope my needy warm interiors and make her eat the soft sin of me? No iron bend or melt to make my rocky travail ease--I was all alone, my fate was banged behind an iron door, I'd come like butter looking for Hot Metals to love, I'd raise my feeble orgone bones and let them be rove and split the half and goop the big sad eyes to see it and say nothing. The laurel wreath is made of iron, and thorns of nails; acid spit, impossible mountains, and incomprehensible satires of blank humanity--congeal, cark, sink and seal my blood--
"
Jack Kerouac,On the road,Beat,ORIGINAL,"In Sacramento the fag slyly bought a room in a hotel and invited Dean and me to come up for a drink, while the couple went to sleep at relatives’, and in the hotel room Dean tried everything in the book to get money from the fag. It was insane. The fag began by saying he was very glad we had come along because he liked young men like us, and would we believe it, but he really didn’t like girls and had recently concluded an affair with a man in Frisco in which he had taken the male role and the man the female role. Dean plied him with businesslike questions and nodded eagerly. The fag said he would like nothing better than to know what Dean thought about all this. Warning him first that he had once been a hustler in his youth, Dean asked him how much money he had. I was in the bathroom. The fag became extremely sullen and I think suspicious of Dean’s final motives, turned over no money, and made vague promises for Denver. He kept counting his money and checking on his wallet. Dean threw up his hands and gave up. «You see, man, it’s better not to bother. Offer them what they secretly want and they of course immediately become panic-stricken.» But he had sufficiently conquered the owner of the Plymouth to take over the wheel without remonstrance, and now we really traveled.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"The complications rose like clouds of butterflies: the woman - Frankie, everyone called her - was finally about to buy a jalopy as she had been threatening to do for years, and had recently come into a few bucks toward one. Dean immediately took over the responsibility of selecting and naming the price of the car, because of course he wanted to use it himself so as of yore he could pick up girls coming out of high school in the afternoons and drive them up to the mountains. Poor innocent Frankie was always agreeable to anything. But she was afraid to part with her money when they got to the car lot and stood before the salesman. Dean sat right down in the dust of Alameda Boulevard and beat his fists on his head. «For a hunnerd you can’t get anything better!» He swore he’d never talk to her again, he cursed till his face was purple, he was about to jump in the car and drive k away anyway. «Oh these dumb dumb dumb Okies, they’ll never change, how completely and how unbelievably dumb, the moment it comes time to act, this paralysis, scared, hysterical, nothing frightens em more than what they want - it’s my father my father my father all over again!» Dean was very excited that night because his cousin Sam Brady was meeting us at a bar. He was wearing a clean T-shirt and beaming all over. «Now listen, Sal, I must tell you about Sam - he’s my cousin.»
"
Jack Kerouac,On the road,Beat,ORIGINAL,"I had to wake him up; I couldn’t get the car started to dump it somewhere far off. He stumbled out of bed, wearing just his jockey shorts, and we got in the car together, while the kids giggled from the windows, and went bouncing and flying straight over the hard alfalfa-rows at the end of the road whomp-ti-whomp till finally the car couldn’t take any more and stopped dead under an old cottonwood near the old mill. «Can’t go any farther,» said Dean simply and got out and started walking back over the cornfield, about half a mile, in his shorts in the moonlight. We got back to the house and he went to sleep. Everything was in a horrible mess, all of Denver, my woman friend, cars, children, poor Frankie, the living room splattered with beer and cans, and I tried to sleep. A cricket kept me awake for some time. At night in this part of the West the stars, as I had seen them in Wyoming, are big as roman candles and as lonely as the Prince of the Dharma who’s lost his ancestral grove and journeys across the spaces between points in the handle of the Big Dipper, trying to find it again. So they slowly wheeled the night, and then long before actual sunrise the great red light appeared far over the dun bleak land toward West Kansas and the birds took up their trill above Denver.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"We finished our business with the farmer, took one last look at the prairie angel, and drove off, slower now, till dark came and Dean said Ed Wall’s ranch was dead ahead. «Oh, a girl like that scares me,» I said. «I’d give up everything and throw myself on her mercy and if she didn’t want me I’d just as simply go and throw myself off the edge of the world.» The Jesuit boys giggled. They were full of corny quips and Eastern college talk and had nothing on their bird-beans except a lot of ill-understood Aquinas for stuffing for their pepper. Dean and I paid absolutely no attention to them. As we crossed the muddy plains he told stories about his cowboy days, he showed us the stretch of road where he spent an entire morning riding; and where he’d done fence-mending as soon as we hit Wall’s property, which was immense; and where old Wall, Ed’s father, used to come clattering on the rangeland grass chasing a heifer and howling, «Git im, git im, goddammit!» «He had to have a new car every six months,» said Dean. «He just couldn’t care. When a stray got away from us he’d drive right after it as far as the nearest waterhole and then get out and run after it on foot. Counted every cent he ever made and put it in a pot. A mad old rancher. I’ll show you some of his old wrecks near the bunkhouse.
"
Jack Kerouac,On the road,Beat,ORIGINAL,"I went to sleep and woke up to the dry, hot atmosphere of July Sunday morning in Iowa, and still Dean was driving and driving and had not slackened his speed; he took the curvy corndales of Iowa at a minimum of eighty and the straightaway 110 as usual, unless both-ways traffic forced him to fall in line at a crawling and miserable sixty. When there was a chance he shot ahead and passed cars by the half-dozen and left them behind in a cloud of dust. A mad guy in a brand-new Buick saw all this on the road and decided to race us. When Dean was just about to pass a passel the guy shot by us without warning and howled and tooted his horn and flashed the tail lights for challenge. We took off after him like a big bird. «Now wait,» laughed Dean, «I’m going to tease that sonofabitch for a dozen miles or so. Watch.» He let the Buick go way ahead and then accelerated and caught up with it most impolitely. Mad Buick went out of his mind; he gunned up to a hundred. We had a chance to see who he was. He seemed to be some kind of Chicago hipster traveling with a woman old enough to be - and probably actually was - his mother. God knows if she was complaining, but he raced. His hair was dark and wild, an Italian from old Chi; he wore a sports shirt. Maybe there was an idea in his mind that we were a new gang from LA invading Chicago, maybe some of Mickey Cohen’s men, because the limousine looked every bit the part and the license plates were California. 
"
TRANSFER_AFTER_01_GPT,Transfer,Beat,TRANSFER_AFTER,"Out of the wild green, shrubbery dreams and gossip breathless under branches — boom! — crash of carriage wheels, it's them, it’s the Bingley crowd, sisters sharp as silver knives and Bingley himself, golden boy grin, all smiles and polished shoes, jazz-drum heart pounding that Tuesday ball into the sky like smoke rings. They spill into the garden like actors missing cues, lips moving too fast, “Darling, how long it’s been!” — fake sweetness dripping like syrup on stale biscuits. They grab Jane in that tight sugar-glaze hug, ask the same question three times, “what have you been doing,” but eyes flick like lizards, bored, sharp — no love for Lizzy, none for Mum — polite nods shot like darts, gone before the air settles.

They lift up, lift off like swans startled, skirts swishing like brushstrokes, Mr. Bingley blinking behind them like a dazed puppy, caught in the civilities, the curtsies, the escape.

Mrs. Bennet’s mind explodes — a compliment! — the ball is for Jane, surely, surely! Jane floats in floral fantasies, candlelight whispers, his hand in hers. Elizabeth — her mind jazzes with Wickham spins, Darcy glances, decoding the masks, the ballroom a stage and everyone playing, hearts thumping to the rhythm of maybe-love."
TRANSFER_AFTER_02_GPT,Transfer,XIX,TRANSFER_AFTER,"It was during a particularly restless weekend that Mr. Dean proposed we attend a performance by Mr. George Shearing, a musician of considerable reputation, whom he insisted bore a striking resemblance to one Roll Greb. Accordingly, at the unfashionably early hour of ten o’clock, we arrived at a most peculiar establishment—Birdland, as it was called—finding ourselves the first and, for a time, only patrons.

Mr. Shearing was led to the pianoforte, being, as we later learned, quite without sight. He was a gentleman of English extraction, of fair complexion and respectable bearing, adorned with a starched white collar that spoke of good breeding. There was an air of summer twilight about him—calm and fragrant—that seemed to manifest itself most vividly in the first tender notes he coaxed from the instrument. His companions, a bassist and a percussionist, attended him with a reverence that bordered on solemnity.

As he played, a remarkable transformation overtook him: a smile, beatific and wild, dawned upon his face. He swayed gently, then vigorously, until his very frame pulsed with rhythm. The chords issued forth not as isolated sounds but as splendid cascades, as though Neptune himself had lent his tides to the music. We, too, were swept away in the torrent."
TRANSFER_AFTER_01_CLD,Transfer,Beat,TRANSFER_AFTER,"SUMMONED! The chicks yanked from green sanctuary where words floated wild—BAM!—unexpected arrivals, the very cats they'd riffed on moments before. Bingley man and his crazy sisters ZOOM IN, breathing invitation-vibes for the Netherfield ball-scene, Tuesday night, man, Tuesday coming down like judgment.
Those high-society dames EXPLODED with phony joy—""Darling! An AGE! An ETERNITY!""—bombarding their ""dear friend"" with hollow questions, meaningless time-fillers, what-have-you-done-with-your-existence jazz. Rest of the family? INVISIBLE. Mrs. Bennet dodged like plague, Elizabeth barely acknowledged, others NOTHING, big fat zero, man.
Then GONE! Up-and-atom, split-scene with such frantic energy it shocked brother-boy—ZOOM OUT—desperate escape from mother's suffocating social niceties, man, just couldn't dig that scene no more.
Ball-dreams lit up every female mind like crazy fireflies! Mama Bennet tripping, thinking the whole scene arranged for her golden girl, ego expanding because Bingley himself delivered the holy word instead of cold card formality. Jane floating on fantasy clouds—friends! brother! attention!—while Elizabeth's mind exploded with Wickham-dance-fantasies, seeking truth-bombs in Darcy's eyes and vibe, man, seeking confirmation in the chaos, seeking connection in the beautiful mad universe of social ritual and desire."
